DiagnosisCode,Description,AutoReject,ICDType,MinorClaims
8200,"TRANSCERVICAL FRACTURE, CLOSED",N,9,N
8201,"TRANSCERVICAL FRACTURE, OPEN",N,9,N
8202,"PERTROCHANTERIC FRACTURE OF FEMUR, CLOSED",N,9,N
8203,"PERTROCHANTERIC FRACTURE OF FEMUR, OPEN",N,9,N
8208,"FRACTURE OF UNSPECIFIED PART OF NECK OF FEMUR, CLOSED",N,9,N
8209,"FRACTURE OF UNSPECIFIED PART OF NECK OF FEMUR, OPEN",N,9,N
8210,"FRACTURE OF SHAFT OR UNSPECIFIED PART OF FEMUR, CLOSED",N,9,N
8211,"FRACTURE OF SHAFT OR UNSPECIFIED PART OF FEMUR, OPEN",N,9,N
8212,"FRACTURE OF LOWER END OF FEMUR, CLOSED",N,9,N
8213,"FRACTURE OF LOWER END OF FEMUR, OPEN",N,9,N
8220,CLOSED FRACTURE OF PATELLA,N,9,N
8221,OPEN FRACTURE OF PATELLA,N,9,N
8230,"FRACTURE OF UPPER END OF TIBIA AND FIBULA, CLOSED",N,9,N
8231,"FRACTURE OF UPPER END OF TIBIA AND FIBULA, OPEN",N,9,N
8232,"FRACTURE OF SHAFT OF TIBIA AND FIBULA, CLOSED",N,9,N
8233,"FRACTURE OF SHAFT OF TIBIA AND FIBULA, OPEN",N,9,N
8238,"FRACTURE OF UNSPECIFIED PART OF TIBIA AND FIBULA, CLOSED",N,9,N
8239,"FRACTURE OF UNSPECIFIED PART OF TIBIA AND FIBULA, OPEN",N,9,N
8240,"FRACTURE OF MEDIAL MALLEOLUS, CLOSED",N,9,N
8241,"FRACTURE OF MEDIAL MALLEOLUS, OPEN",N,9,N
8242,"FRACTURE OF LATERAL MALLEOLUS, CLOSED",N,9,N
8243,"FRACTURE OF LATERAL MALLEOLUS, OPEN",N,9,N
8244,"BIMALLEOLAR FRACTURE, CLOSED",N,9,N
8245,"BIMALLEOLAR FRACTURE, OPEN",N,9,N
8246,"TRIMALLEOLAR FRACTURE, CLOSED",N,9,N
8247,"TRIMALLEOLAR FRACTURE, OPEN",N,9,N
8248,"UNSPECIFIED FRACTURE OF ANKLE, CLOSED",N,9,N
8249,"UNSPECIFIED FRACTURE OF ANKLE, OPEN",N,9,N
8250,"FRACTURE OF CALCANEUS, CLOSED",N,9,N
8251,"FRACTURE OF CALCANEUS, OPEN",N,9,N
8252,"FRACTURE OF OTHER TARSAL AND METATARSAL BONES, CLOSED",N,9,N
8253,"FRACTURE OF OTHER TARSAL AND METATARSAL BONES, OPEN",N,9,N
8260,CLOSED FRACTURE OF ONE OR MORE PHALANGES OF FOOT,N,9,N
8261,OPEN FRACTURE OF ONE OR MORE PHALANGES OF FOOT,N,9,N
8270,"OTHER, MULTIPLE AND ILL-DEFINED FRACTURES OF LOWER LIMB, CLOSED",N,9,N
8271,"OTHER, MULTIPLE AND ILL-DEFINED FRACTURES OF LOWER LIMB, OPEN",N,9,N
8280,"MULTIPLE FRACTURES INVOLVING BOTH LOWER LIMBS, LOWER WITH UPPER LI",N,9,N
8281,"MULTIPLE FRACTURES INVOLVING BOTH LOWER LIMBS, LOWER WITH UPPER LI",N,9,N
8290,"FRACTURE OF UNSPECIFIED BONE, CLOSED",N,9,N
8291,"FRACTURE OF UNSPECIFIED BONE, OPEN",N,9,N
8300,CLOSED DISLOCATION OF JAW,N,9,N
8301,OPEN DISLOCATION OF JAW,N,9,N
8310,CLOSED DISLOCATION OF SHOULDER,N,9,N
8311,OPEN DISLOCATION OF SHOULDER,N,9,N
8320,CLOSED DISLOCATION OF ELBOW,N,9,N
8321,OPEN DISLOCATION OF ELBOW,N,9,N
8330,CLOSED DISLOCATION OF WRIST,N,9,N
8331,OPEN DISLOCATION OF WRIST,N,9,N
8340,CLOSED DISLOCATION OF FINGER,N,9,N
8341,OPEN DISLOCATION OF FINGER,N,9,N
8350,CLOSED DISLOCATION OF HIP,N,9,N
8351,OPEN DISLOCATION OF HIP,N,9,N
8360,"TEAR OF MEDIAL CARTILAGE OR MENISCUS OF KNEE, CURRENT",N,9,N
8361,"TEAR OF LATERAL CARTILAGE OR MENISCUS OF KNEE, CURRENT",N,9,N
8362,"OTHER TEAR OF CARTILAGE OR MENISCUS OF KNEE, CURRENT",N,9,N
8363,"DISLOCATION OF PATELLA, CLOSED",N,9,N
8364,"DISLOCATION OF PATELLA, OPEN",N,9,N
8365,"OTHER DISLOCATION OF KNEE, CLOSED",N,9,N
8366,"OTHER DISLOCATION OF KNEE, OPEN",N,9,N
8370,CLOSED DISLOCATION OF ANKLE,N,9,N
8371,OPEN DISLOCATION OF ANKLE,N,9,N
8380,CLOSED DISLOCATION OF FOOT,N,9,N
8381,OPEN DISLOCATION OF FOOT,N,9,N
8390,"CLOSED DISLOCATION, CERVICAL VERTEBRA",N,9,N
8391,"OPEN DISLOCATION, CERVICAL VERTEBRA",N,9,N
8392,"CLOSED DISLOCATION, THORACIC AND LUMBAR VERTEBRA",N,9,N
8393,"OPEN DISLOCATION, THORACIC AND LUMBAR VERTEBRA",N,9,N
8394,"CLOSED DISLOCATION, OTHER VERTEBRA",N,9,N
8395,"OPEN DISLOCATION, OTHER VERTEBRA",N,9,N
8396,"CLOSED DISLOCATION, OTHER LOCATION",N,9,N
8397,"OPEN DISLOCATION, OTHER LOCATION",N,9,N
8398,"CLOSED DISLOCATION, MULTIPLE AND ILL-DEFINED SITES",N,9,N
8399,"OPEN DISLOCATION, MULTIPLE AND ILL-DEFINED SITES",N,9,N
8400,ACROMIOCLAVICULAR (JOINT) (LIGAMENT) SPRAIN,N,9,N
8401,CORACOCLAVICULAR (LIGAMENT) SPRAIN,N,9,N
8402,CORACOHUMERAL (LIGAMENT) SPRAIN,N,9,N
8403,INFRASPINATUS (MUSCLE) (TENDON) SPRAIN,N,9,N
8404,ROTATOR CUFF (CAPSULE) SPRAIN,N,9,N
8405,SUBSCAPULARIS (MUSCLE) SPRAIN,N,9,N
8406,SUPRASPINATUS (MUSCLE) (TENDON) SPRAIN,N,9,N
8408,SPRAIN OF OTHER SPECIFIED SITES OF SHOULDER AND UPPER ARM,N,9,N
8409,SPRAIN OF UNSPECIFIED SITE OF SHOULDER AND UPPER ARM,N,9,N
8410,RADIAL COLLATERAL LIGAMENT SPRAIN,N,9,N
8411,ULNAR COLLATERAL LIGAMENT SPRAIN,N,9,N
8412,RADIOHUMERAL (JOINT) SPRAIN,N,9,N
8413,ULNOHUMERAL (JOINT) SPRAIN,N,9,N
8418,SPRAIN OF OTHER SPECIFIED SITES OF ELBOW AND FOREARM,N,9,N
8419,SPRAIN OF UNSPECIFIED SITE OF ELBOW AND FOREARM,N,9,N
8420,WRIST SPRAIN,N,9,N
8421,HAND SPRAIN,N,9,N
8430,ILIOFEMORAL (LIGAMENT) SPRAIN,N,9,N
8431,ISCHIOCAPSULAR (LIGAMENT) SPRAIN,N,9,N
8438,SPRAIN OF OTHER SPECIFIED SITES OF HIP AND THIGH,N,9,N
8439,SPRAIN OF UNSPECIFIED SITE OF HIP AND THIGH,N,9,N
8440,SPRAIN OF LATERAL COLLATERAL LIGAMENT OF KNEE,N,9,N
8441,SPRAIN OF MEDIAL COLLATERAL LIGAMENT OF KNEE,N,9,N
8442,SPRAIN OF CRUCIATE LIGAMENT OF KNEE,N,9,N
8443,"SPRAIN OF TIBIOFIBULAR (JOINT) (LIGAMENT) SUPERIOR, OF KNEE",N,9,N
8448,SPRAIN OF OTHER SPECIFIED SITES OF KNEE AND LEG,N,9,N
8449,SPRAIN OF UNSPECIFIED SITE OF KNEE AND LEG,N,9,N
8450,ANKLE SPRAIN,N,9,N
8451,FOOT SPRAIN,N,9,N
8460,LUMBOSACRAL (JOINT) (LIGAMENT) SPRAIN,N,9,N
8461,SACROILIAC (LIGAMENT) SPRAIN,N,9,N
8462,SACROSPINATUS (LIGAMENT) SPRAIN,N,9,N
8463,SACROTUBEROUS (LIGAMENT) SPRAIN,N,9,N
8468,OTHER SPECIFIED SITES OF SACROILIAC REGION SPRAIN,N,9,N
8469,UNSPECIFIED SITE OF SACROILIAC REGION SPRAIN,N,9,N
8470,NECK SPRAIN,N,9,N
D302,Benign neoplasm of ureter,N,10,Y
D303,Benign neoplasm of bladder,N,10,Y
D304,Benign neoplasm of urethra,N,10,Y
D307,Benign neoplasm of other urinary organs,N,10,Y
D309,"Benign neoplasm of urinary organ, unspecified",N,10,Y
D31,Benign neoplasm of eye and adnexa,N,10,Y
D310,Benign neoplasm of conjunctiva,N,10,Y
D311,Benign neoplasm of cornea,N,10,Y
D312,Benign neoplasm of retina,N,10,Y
D313,Benign neoplasm of choroid,N,10,Y
D314,Benign neoplasm of ciliary body,N,10,Y
D315,Benign neoplasm of lacrimal gland and duct,N,10,Y
D316,"Benign neoplasm of orbit, unspecified",N,10,Y
D319,"Benign neoplasm of eye, unspecified",N,10,Y
D32,Benign neoplasm of meninges,N,10,N
D320,Benign neoplasm of cerebral meninges,N,10,N
D321,Benign neoplasm of spinal meninges,N,10,N
D329,"Benign neoplasm of meninges, unspecified",N,10,N
D33,Benign neoplasm of brain and other parts of central nervous system,N,10,N
D330,"Benign neoplasm of brain , supratentorial",N,10,N
D331,"Benign neoplasm of brain , infratentorial",N,10,N
D332,Benign neoplasm of brain unspecified,N,10,N
D333,Benign neoplasm of cranial nerves,N,10,N
D334,Benign neoplasm of spinal cord,N,10,N
D337,Benign neoplasm of other specified parts of central nervous system,N,10,N
D339,"Benign neoplasm of central nervous system, unspecified",N,10,N
D34,Benign neoplasm of thyroid gland,N,10,Y
D35,Benign neoplasm of other and unspecified endocrine glands,N,10,Y
D350,Benign neoplasm of adrenal gland,N,10,Y
D351,Benign neoplasm of parathyroid gland,N,10,Y
D352,Benign neoplasm of pituitary gland,N,10,Y
D353,Benign neoplasm of craniopharyngeal duct,N,10,Y
D354,Benign neoplasm of pineal gland,N,10,Y
D355,Benign neoplasm of carotid body,N,10,Y
D356,Benign neoplasm of aortic body and other paraganglia,N,10,Y
D357,Benign neoplasm of other specified endocrine glands,N,10,Y
D358,Benign neoplasm of pluriglandular involvement,N,10,Y
D359,"Benign neoplasm of endocrine gland, unspecified",N,10,Y
D36,Benign neoplasm of other and unspecified sites,N,10,N
D360,Benign neoplasm of lymph nodes,N,10,N
D361,Benign neoplasm of peripheral nerves and autonomic nervous system,N,10,N
D367,Benign neoplasm of other specified sites,N,10,N
D369,Benign neoplasm of unspecified site,N,10,N
D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,N,10,N
D370,"Neoplasm of uncertain or unknown behaviour of lip, oral cavity and pharynx",N,10,N
D371,Neoplasm of uncertain or unknown behaviour of stomach,N,10,N
D372,Neoplasm of uncertain or unknown behaviour of small intestine,N,10,N
D373,Neoplasm of uncertain or unknown behaviour of appendix,N,10,N
D374,Neoplasm of uncertain or unknown behaviour of colon,N,10,N
D375,Neoplasm of uncertain or unknown behaviour of rectum,N,10,N
D376,"Neoplasm of uncertain or unknown behaviour of liver, gallbladder and bile ducts",N,10,N
D377,Neoplasm of uncertain or unknown behaviour of other digestive organs,N,10,N
D379,"Neoplasm of uncertain or unknown behaviour of digestive organ, unspecified",N,10,N
D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,N,10,N
D380,Neoplasm of uncertain or unknown behaviour of larynx,N,10,N
D381,"Neoplasm of uncertain or unknown behaviour of trachea, bronchus and lung",N,10,N
D382,Neoplasm of uncertain or unknown behaviour of pleura,N,10,N
D383,Neoplasm of uncertain or unknown behaviour of mediastinum,N,10,N
D384,Neoplasm of uncertain or unknown behaviour of thymus,N,10,N
D385,Neoplasm of uncertain or unknown behaviour of other respiratory organs,N,10,N
D386,"Neoplasm of uncertain or unknown behaviour of respiratory organ, unspecified",N,10,N
D39,Neoplasm of uncertain or unknown behaviour of female genital organs,N,10,N
D390,Neoplasm of uncertain or unknown behaviour of uterus,N,10,N
D391,Neoplasm of uncertain or unknown behaviour of ovary,N,10,N
D392,Neoplasm of uncertain or unknown behaviour of placenta,N,10,N
D397,Neoplasm of uncertain or unknown behaviour of other female genital organs,N,10,N
5206,DISTURBANCES IN TOOTH ERUPTION,Y,9,N
5207,TEETHING SYNDROME,N,9,N
5294,ATROPHY OF TONGUE PAPILLAE,N,9,N
6069,"MALE INFERTILITY, UNSPECIFIED",Y,9,N
6381,FAILED ATTEMPTED ABORTION COMPLICATED BY DELAYED OR EXCESSIVE HEMO,Y,9,N
6823,CELLULITIS AND ABSCESS OF UPPER ARM AND FOREARM,N,9,N
7485,"CONGENITAL AGENESIS, HYPOPLASIA, AND DYSPLASIA OF LUNG",Y,9,N
7486,CONGENITAL OTHER ANOMALIES OF LUNG,Y,9,N
7488,OTHER SPECIFIED CONGENITAL ANOMALIES OF RESPIRATORY SYSTEM,Y,9,N
7489,UNSPECIFIED CONGENITAL ANOMALY OF RESPIRATORY SYSTEM,Y,9,N
7490,CLEFT PALATE,Y,9,N
7491,CLEFT LIP,Y,9,N
7492,CLEFT PALATE WITH CLEFT LIP,Y,9,N
7500,TONGUE TIE,Y,9,N
7501,OTHER CONGENITAL ANOMALIES OF TONGUE,Y,9,N
7502,OTHER SPECIFIED CONGENITAL ANOMALIES OF MOUTH AND PHARYNX,Y,9,N
7503,"CONGENITAL TRACHEOESOPHAGEAL FISTULA, ESOPHAGEAL ATRESIA AND STENO",Y,9,N
7504,OTHER SPECIFIED CONGENITAL ANOMALIES OF ESOPHAGUS,Y,9,N
7505,CONGENITAL HYPERTROPHIC PYLORIC STENOSIS,Y,9,N
7506,CONGENITAL HIATUS HERNIA,Y,9,N
7507,OTHER SPECIFIED CONGENITAL ANOMALIES OF STOMACH,Y,9,N
7508,OTHER SPECIFIED CONGENITAL ANOMALIES OF UPPER ALIMENTARY TRACT,Y,9,N
7509,UNSPECIFIED CONGENITAL ANOMALY OF UPPER ALIMENTARY TRACT,Y,9,N
7510,MECKELS DIVERTICULUM,Y,9,N
7511,CONGENITAL ATRESIA AND STENOSIS OF SMALL INTESTINE,Y,9,N
7512,"CONGENITAL ATRESIA AND STENOSIS OF LARGE INTESTINE, RECTUM, AND AN",Y,9,N
7513,HIRSCHSPRUNGS DISEASE AND OTHER CONGENITAL FUNCTIONAL DISORDERS O,Y,9,N
7514,CONGENITAL ANOMALIES OF INTESTINAL FIXATION,Y,9,N
7515,OTHER CONGENITAL ANOMALIES OF INTESTINE,Y,9,N
7516,"ANOMALIES OF GALLBLADDER, BILE DUCTS, AND LIVER",Y,9,N
7517,CONGENITAL ANOMALIES OF PANCREAS,Y,9,N
7518,OTHER SPECIFIED CONGENITAL ANOMALIES OF DIGESTIVE SYSTEM,Y,9,N
7519,UNSPECIFIED CONGENITAL ANOMALY OF DIGESTIVE SYSTEM,Y,9,N
7520,CONGENITAL ANOMALIES OF OVARIES,Y,9,N
7521,CONGENITAL ANOMALIES OF FALLOPIAN TUBES AND BROAD LIGAMENTS,Y,9,N
7522,DOUBLING OF UTERUS,Y,9,N
7523,OTHER CONGENITAL ANOMALIES OF UTERUS,Y,9,N
7524,"CONGENITAL ANOMALIES OF CERVIX, VAGINA, AND EXTERNAL FEMALE GENITA",Y,9,N
7525,UNDESCENDED TESTICLE,Y,9,N
7526,HYPOSPADIAS AND EPISPADIAS,Y,9,N
7527,INDETERMINATE SEX AND PSEUDOHERMAPHRODITISM,Y,9,N
7528,OTHER SPECIFIED CONGENITAL ANOMALIES OF GENITAL ORGANS,Y,9,N
7529,UNSPECIFIED CONGENITAL ANOMALY OF GENITAL ORGANS,Y,9,N
7530,RENAL AGENESIS AND DYSGENESIS,Y,9,N
7531,CONGENITAL CYSTIC KIDNEY DISEASE,Y,9,N
7532,CONGENITAL OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER,Y,9,N
7533,OTHER SPECIFIED CONGENITAL ANOMALIES OF KIDNEY,Y,9,N
7534,OTHER SPECIFIED CONGENITAL ANOMALIES OF URETER,Y,9,N
7535,EXSTROPHY OF URINARY BLADDER,Y,9,N
7536,CONGENITAL ATRESIA AND STENOSIS OF URETHRA AND BLADDER NECK,Y,9,N
7537,CONGENITAL ANOMALIES OF URACHUS,Y,9,N
7538,OTHER SPECIFIED CONGENITAL ANOMALIES OF BLADDER AND URETHRA,Y,9,N
7539,UNSPECIFIED CONGENITAL ANOMALY OF URINARY SYSTEM,Y,9,N
7540,"CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SKULL, FACE, AND JAW",Y,9,N
7541,CONGENITAL MUSCULOSKELETAL DEFORMITIES OF STERNOCLEIDOMASTOID MUSC,Y,9,N
7542,CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SPINE,Y,9,N
7543,CONGENITAL DISLOCATION OF HIP,Y,9,N
7544,CONGENITAL GENU RECURVATUM AND BOWING OF LONG BONES OF LEG,Y,9,N
7545,CONGENITAL VARUS DEFORMITIES OF FEET,Y,9,N
7546,CONGENITAL VALGUS DEFORMITIES OF FEET,Y,9,N
7547,OTHER CONGENITAL DEFORMITIES OF FEET,Y,9,N
7548,OTHER SPECIFIED NONTERATOGENIC ANOMALIES,Y,9,N
7550,POLYDACTYLY,Y,9,N
7551,SYNDACTYLY,Y,9,N
7552,"REDUCTION DEFORMITIES OF UPPER LIMB, CONGENITAL",Y,9,N
7553,CONGENITAL REDUCTION DEFORMITIES OF LOWER LIMB,Y,9,N
7554,"CONGENITAL REDUCTION DEFORMITIES, UNSPECIFIED LIMB",Y,9,N
2864,VON WILLEBRANDS DISEASE,Y,9,N
2865,HEMORRHAGIC DISORDER DUE TO CIRCULATING ANTICOAGULANTS,Y,9,N
2866,DEFIBRINATION SYNDROME,Y,9,N
2867,ACQUIRED COAGULATION FACTOR DEFICIENCY,Y,9,N
2869,OTHER AND UNSPECIFIED COAGULATION DEFECTS,Y,9,N
2870,ALLERGIC PURPURA,N,9,N
2871,QUALITATIVE PLATELET DEFECTS,N,9,N
2872,OTHER NONTHROMBOCYTOPENIC PURPURAS,N,9,N
2873,PRIMARY THROMBOCYTOPENIA,N,9,N
2874,SECONDARY THROMBOCYTOPENIA,N,9,N
2875,"THROMBOCYTOPENIA, UNSPECIFIED",N,9,N
2878,OTHER SPECIFIED HEMORRHAGIC CONDITIONS,N,9,N
2879,UNSPECIFIED HEMORRHAGIC CONDITIONS,N,9,N
2880,AGRANULOCYTOSIS,N,9,N
2881,FUNCTIONAL DISORDERS OF POLYMORPHONUCLEAR NEUTROPHILS,N,9,N
2882,GENETIC ANOMALIES OF LEUKOCYTES,N,9,N
2883,EOSINOPHILIA,N,9,N
2888,OTHER SPECIFIED DISEASE OF WHITE BLOOD CELLS,N,9,N
2889,UNSPECIFIED DISEASE OF WHITE BLOOD CELLS,N,9,N
2890,"POLYCYTHEMIA, SECONDARY",N,9,N
2891,CHRONIC LYMPHADENITIS,N,9,N
2892,NONSPECIFIC MESENTERIC LYMPHADENITIS,N,9,N
2893,"LYMPHADENITIS, UNSPECIFIED, EXCEPT MESENTERIC",N,9,N
2894,HYPERSPLENISM,N,9,N
2895,OTHER DISEASES OF SPLEEN,N,9,N
